SEXO_CATEG,IDADE_CATEG,FORMACAO_MAE_CATEG,FORMACAO_PAI_CATEG,ACESSO_INTERNET_CATEG,NUMERO_COMPUTADORES_CATEG,INICIOU_ESTUDOS_CATEG,ENSINO_FUNDAMENTAL_CATEG,REPROVOU_CATEG,ABANDONOU_CATEG,GESTAO_CATEG,DUVIDAS_CATEG,CORRIGEM_CATEG,TURNO_ESCOLAR_CATEG,PONTOS_PORTUGUES_CATEG,PONTOS_MATEMATICA_CATEG,PROF_PORTUGUES_CATEG,PROF_MATEMATICA_CATEG
2,17,3,4,1,1,5,1,0,0,3,2,2,1,2,1,2,1
2,19,3,4,1,1,3,3,1,2,3,1,2,1,2,2,2,2
2,19,3,4,1,1,5,1,2,1,1,1,1,1,3,2,3,1
2,17,3,4,1,1,5,3,0,0,2,2,1,1,5,2,4,2
2,19,3,4,1,1,3,2,2,0,2,3,3,1,4,2,3,2
2,17,3,4,1,1,3,2,0,0,3,2,3,1,5,4,5,5
2,17,3,4,1,1,3,1,0,0,3,3,3,1,2,2,2,1
2,17,3,4,1,1,3,3,0,0,3,3,2,1,3,2,3,2
2,17,3,4,1,1,3,1,0,0,2,2,2,1,3,2,3,2
2,18,3,4,1,1,3,1,0,0,2,2,2,1,4,2,4,2
2,17,3,4,1,1,5,3,0,0,3,3,2,1,2,3,3,3
2,17,3,4,1,1,3,1,0,0,2,3,2,1,4,2,4,2
2,17,3,4,1,1,3,1,0,0,2,2,1,1,2,1,2,1
2,18,3,4,1,1,3,1,0,0,2,3,2,1,4,2,4,3
2,17,3,4,1,1,5,3,0,0,3,3,3,1,2,1,3,2
2,19,3,4,1,1,5,1,0,1,2,2,2,1,4,1,4,1
2,17,3,4,1,1,3,1,0,0,2,2,2,1,4,2,4,2
2,17,3,4,1,1,3,1,0,0,3,3,3,1,4,2,4,3
2,18,3,4,1,1,3,3,0,1,2,2,2,1,2,2,2,2
2,17,3,4,1,1,3,1,0,0,2,2,2,1,3,2,3,2
2,18,3,4,1,1,3,2,0,0,2,2,2,1,3,2,3,2
2,18,3,4,1,1,3,3,1,0,2,2,2,1,3,1,3,2
2,18,3,4,1,1,5,1,0,0,3,3,3,1,4,1,3,1
2,17,3,4,1,1,3,1,0,0,3,3,3,1,2,1,3,1
2,17,3,4,1,1,5,2,0,0,3,3,3,1,4,1,4,2
2,19,3,4,1,1,3,1,1,0,2,2,1,1,3,2,3,2
2,18,3,4,1,1,5,2,1,0,2,2,2,1,3,1,3,2
2,17,3,4,1,1,3,1,0,0,2,2,1,1,2,1,2,1
2,18,3,4,1,1,5,3,0,0,2,2,2,1,4,1,4,1
2,17,3,4,1,1,3,1,0,0,3,3,3,1,4,1,3,2
2,17,3,4,1,1,5,3,0,0,2,2,2,1,3,1,2,2
2,18,3,4,1,1,3,1,1,0,2,2,2,1,2,1,2,2
2,17,3,4,1,1,3,3,0,0,0,1,1,1,3,2,3,2
2,18,3,4,1,1,3,1,0,0,2,2,2,1,4,2,4,3
2,18,3,4,1,1,5,2,1,0,2,3,2,1,4,2,3,2
2,18,3,4,1,1,3,1,1,1,3,3,3,1,4,4,4,5
2,17,3,4,1,1,5,3,0,0,3,3,2,1,4,1,4,1
2,19,3,4,1,1,3,1,1,0,2,2,2,1,4,2,4,2
2,17,3,4,1,1,3,1,0,0,3,2,3,1,5,2,4,3
2,17,3,4,1,1,5,2,0,0,3,3,3,1,5,1,4,1
2,17,3,4,1,1,5,2,0,0,2,3,3,1,3,2,3,2
2,17,3,4,1,1,5,1,0,0,2,2,2,1,5,2,4,2
2,20,3,4,1,1,3,3,0,1,2,0,1,1,5,2,5,3
2,19,3,4,1,1,3,1,1,0,3,2,2,1,1,1,2,1
2,18,3,4,1,1,5,1,0,0,3,3,2,1,4,3,4,3
2,18,3,4,1,1,3,2,0,0,2,2,2,1,1,2,2,1
2,17,3,4,1,1,3,1,0,0,2,2,2,1,1,1,2,1
2,17,3,4,1,1,5,3,0,0,2,2,2,1,5,3,5,3
2,17,3,4,1,1,5,3,0,0,2,3,2,1,5,2,5,3
2,18,3,4,1,1,5,3,0,0,0,3,2,1,4,3,3,3
2,17,3,4,1,1,3,1,0,0,3,3,2,1,4,1,4,2
2,17,3,4,1,1,5,3,0,0,0,0,0,1,3,2,3,3
2,17,3,4,1,1,5,3,0,0,2,3,3,1,3,3,3,3
2,17,3,4,1,1,3,1,0,0,3,3,2,1,3,2,3,1
2,18,3,4,1,1,5,1,0,1,2,2,2,1,4,2,4,3
2,17,3,4,1,1,3,1,0,0,1,1,2,1,4,2,4,2
2,17,3,4,1,1,3,1,0,0,2,2,1,1,4,3,3,3
2,17,3,4,1,1,3,1,0,0,2,2,2,1,4,2,4,2
2,19,3,4,1,1,3,1,1,0,3,3,2,1,3,1,3,2
2,18,3,4,1,1,3,1,1,0,2,2,1,1,3,2,3,2
2,18,3,4,1,1,5,1,0,0,2,2,3,1,4,1,4,1
2,18,3,4,1,1,3,3,0,0,2,2,2,1,1,1,1,1
2,19,3,4,1,1,5,1,1,0,3,3,3,1,1,1,1,1
2,18,3,4,1,1,3,3,1,0,2,2,1,1,3,2,3,2
2,18,3,4,1,1,5,2,1,1,3,3,1,1,4,1,3,2
2,18,3,4,1,1,3,1,0,0,3,3,3,1,3,2,3,2
2,18,3,4,1,1,5,2,1,0,3,3,2,1,4,2,4,1
2,17,3,4,1,1,5,1,0,0,1,2,2,1,3,2,3,2
2,18,3,4,1,1,5,3,1,0,3,3,3,1,3,3,3,3
2,17,3,4,1,1,3,3,0,0,2,2,0,1,4,2,4,2
2,17,3,4,1,1,5,1,0,0,2,1,1,1,5,3,4,3
2,17,3,4,1,1,3,2,0,0,1,2,2,1,4,3,3,4
2,18,3,4,1,1,5,1,0,0,0,2,2,1,2,2,2,2
2,18,3,4,1,1,3,2,0,0,2,2,2,1,4,2,3,2
2,17,3,4,1,1,3,2,0,0,2,2,3,1,2,2,2,2
2,17,3,4,1,1,5,2,0,0,2,3,3,1,2,1,3,2
2,19,3,4,1,1,7,1,0,0,2,2,2,1,5,3,5,3
2,20,3,4,1,1,5,1,0,0,2,2,2,1,3,2,3,3
2,17,3,4,1,1,3,1,0,0,2,2,2,1,2,2,2,2
2,19,3,4,1,1,5,2,1,0,3,3,2,1,4,2,3,4
1,17,1,5,1,1,5,1,0,0,3,3,3,1,4,2,3,3
1,17,1,5,1,1,3,3,0,0,3,3,2,1,2,1,2,2
1,19,1,5,1,1,5,1,1,0,3,3,3,1,3,2,3,2
2,18,1,5,1,1,3,3,1,0,2,2,2,1,5,3,4,4
2,18,1,5,1,1,3,1,1,1,3,3,3,1,1,1,2,1
2,18,1,5,1,1,3,1,1,0,2,2,2,1,5,2,4,2
1,18,0,5,1,1,3,1,0,0,2,2,1,1,3,2,3,2
1,17,0,5,1,1,5,1,0,0,2,2,2,1,3,1,3,1
2,17,0,5,1,1,3,1,0,0,2,2,1,1,5,2,5,3
2,17,0,5,1,1,3,1,0,0,2,2,1,1,5,4,4,4
2,19,0,5,1,1,3,1,1,0,3,2,3,1,3,3,2,3
1,18,5,5,1,1,5,1,1,0,2,3,3,1,4,3,4,4
1,18,5,5,1,1,3,2,0,0,2,2,2,1,1,2,1,1
1,17,5,5,1,1,5,3,0,0,3,2,1,1,4,2,3,2
1,18,5,5,1,1,3,2,1,0,2,2,1,1,2,2,2,2
1,17,5,5,1,1,3,1,0,0,3,3,3,1,2,1,2,2
1,17,5,5,1,1,5,3,0,0,3,2,2,1,5,3,4,4
1,17,5,5,1,1,5,2,0,0,3,3,3,1,3,2,3,2
1,17,5,5,1,1,5,3,0,0,1,3,2,1,3,1,3,2
1,17,5,5,1,1,5,3,0,0,1,1,2,1,2,1,3,1
1,17,5,5,1,1,3,3,0,0,2,2,2,1,3,2,3,2
1,17,5,5,1,1,5,3,0,0,2,2,2,1,5,3,5,4
1,17,5,5,1,1,3,1,0,0,3,3,2,1,5,1,4,2
1,18,5,5,1,1,3,1,0,0,3,3,3,1,5,2,5,2
1,18,5,5,1,1,3,2,0,0,3,2,3,1,5,3,4,4
1,17,5,5,1,1,3,1,0,0,3,2,2,1,2,1,3,2
1,17,5,5,1,1,3,2,0,0,2,2,2,1,5,2,4,2
1,17,5,5,1,1,3,2,0,0,2,2,2,1,3,2,2,2
1,17,5,5,1,1,3,2,1,0,2,2,2,1,4,3,4,3
1,18,5,5,1,1,3,1,1,0,3,2,3,1,3,2,3,2
1,17,5,5,1,1,3,1,0,0,2,2,2,1,2,2,2,2
1,17,5,5,1,1,5,3,0,0,3,3,3,1,5,4,5,5
1,17,5,5,1,1,3,1,0,0,3,2,3,1,2,2,2,2
1,17,5,5,1,1,5,2,0,0,3,3,2,1,2,1,2,1
1,17,5,5,1,1,5,3,0,0,3,3,3,1,3,2,3,2
1,17,5,5,1,1,3,2,0,0,3,2,3,1,2,2,2,2
1,18,5,5,1,1,5,1,0,0,3,3,2,1,4,3,4,3
1,17,5,5,1,1,5,3,0,0,1,1,1,1,3,1,3,1
1,17,5,5,1,1,3,3,0,0,3,3,2,1,4,2,3,2
1,17,5,5,1,1,5,3,0,0,3,3,2,1,4,2,4,3
1,17,5,5,1,1,3,3,0,0,3,1,2,1,5,2,4,2
1,17,5,5,1,1,3,1,0,0,3,2,2,1,4,2,4,2
1,19,5,5,1,1,3,1,0,0,2,2,2,1,3,2,3,2
1,17,5,5,1,1,3,1,0,0,2,2,2,1,2,1,2,1
1,17,5,5,1,1,5,2,0,0,3,3,3,1,2,1,2,1
1,17,5,5,1,1,3,2,0,0,2,2,2,1,4,1,4,1
1,17,5,5,1,1,5,2,0,0,3,2,2,1,4,2,4,2
1,17,5,5,1,1,3,3,0,0,2,1,0,1,4,2,4,2
1,19,5,5,1,1,3,2,0,0,2,2,1,1,4,2,4,3
1,17,5,5,1,1,3,1,0,0,2,2,2,1,5,2,4,2
1,17,5,5,1,1,5,3,0,0,2,1,2,1,4,2,3,2
1,17,5,5,1,1,3,2,0,0,2,2,2,1,5,2,4,3
1,17,5,5,1,1,3,3,0,0,2,2,2,1,5,2,4,3
1,17,5,5,1,1,5,1,0,0,2,3,2,1,3,2,3,3
1,19,5,5,1,1,3,2,1,0,2,3,3,1,1,4,1,4
1,17,5,5,1,1,3,2,0,0,3,3,3,1,2,2,2,3
1,18,5,5,1,1,3,3,0,0,2,3,2,1,5,2,5,3
1,17,5,5,1,1,3,1,0,0,2,3,2,1,4,2,3,3
1,17,5,5,1,1,3,3,0,0,3,3,2,1,3,2,3,3
1,17,5,5,1,1,5,1,0,0,2,3,2,1,5,3,4,3
1,17,5,5,1,1,3,1,0,0,3,3,1,1,4,1,3,1
1,17,5,5,1,1,5,3,0,0,2,2,2,1,4,2,3,3
1,18,5,5,1,1,3,3,1,0,2,2,2,1,5,2,4,3
1,17,5,5,1,1,5,2,0,0,2,2,2,1,3,1,3,1
1,17,5,5,1,1,3,3,0,0,3,2,1,1,3,2,3,3
2,18,5,5,1,1,7,2,0,0,2,2,2,1,4,1,4,2
2,17,5,5,1,1,5,2,0,0,2,3,3,1,1,1,2,1
2,17,5,5,1,1,3,2,0,0,2,2,2,1,3,2,3,2
2,18,5,5,1,1,3,1,0,0,2,2,2,1,4,2,3,3
2,17,5,5,1,1,7,3,2,2,0,1,2,1,4,2,4,2
2,18,5,5,1,1,5,3,1,0,2,2,1,1,3,2,3,2
2,19,5,5,1,1,3,1,1,0,3,3,3,1,4,3,4,3
2,17,5,5,1,1,3,2,0,0,2,2,2,1,2,2,2,1
2,18,5,5,1,1,3,1,0,0,2,3,2,1,4,2,3,3
2,18,5,5,1,1,3,1,0,0,2,2,2,1,4,2,4,1
2,18,5,5,1,1,3,1,0,0,2,2,2,1,4,3,4,3
2,20,5,5,1,1,3,1,1,1,3,3,3,1,3,2,3,1
2,17,5,5,1,1,3,3,0,0,2,1,1,1,2,1,2,2
2,17,5,5,1,1,3,1,0,0,2,1,1,1,3,2,3,2
2,17,5,5,1,1,5,1,0,0,2,1,1,1,5,2,5,2
2,17,5,5,1,1,3,1,0,0,3,3,3,1,3,1,3,2
2,18,5,5,1,1,3,3,1,0,2,2,2,1,3,2,3,2
2,17,5,5,1,1,3,1,0,0,3,3,3,1,5,3,4,4
2,17,5,5,1,1,3,2,0,0,3,3,3,1,4,1,3,2
2,17,5,5,1,1,5,1,0,0,3,3,3,1,5,2,5,3
2,17,5,5,1,1,5,1,0,0,3,3,2,1,4,2,4,2
2,17,5,5,1,1,3,2,0,0,2,2,2,1,1,1,1,1
2,17,5,5,1,1,3,3,0,0,2,2,1,1,1,1,2,1
2,17,5,5,1,1,3,3,0,0,2,2,2,1,2,2,2,1
2,18,5,5,1,1,3,1,0,0,2,2,0,1,5,2,4,2
2,17,5,5,1,1,3,3,0,0,2,2,2,1,2,2,1,2
2,17,5,5,1,1,5,2,0,0,3,2,2,1,2,1,2,2
2,17,5,5,1,1,3,1,0,0,3,3,2,1,4,1,4,2
2,18,5,5,1,1,5,1,0,1,2,2,2,1,3,2,2,1
2,19,5,5,1,1,3,1,2,0,2,3,3,1,2,3,2,3
2,18,5,5,1,1,3,3,0,0,2,2,2,1,4,3,4,2
1,17,4,5,1,1,3,2,0,0,2,3,2,1,2,1,2,2
1,18,4,5,1,1,3,3,0,0,3,2,2,1,4,4,4,4
1,17,4,5,1,1,3,1,1,0,1,1,2,1,4,2,4,3
1,18,4,5,1,1,3,3,0,0,3,3,2,1,2,1,2,2
1,17,4,5,1,1,5,1,0,0,3,3,3,1,5,4,4,4
1,17,4,5,1,1,5,3,0,0,2,3,2,1,4,2,4,3
1,17,4,5,1,1,3,1,0,0,3,2,2,1,4,3,4,3
1,17,4,5,1,1,5,2,0,0,2,1,1,1,4,1,4,1
1,17,4,5,1,1,5,2,0,0,2,2,2,1,2,2,3,2
1,18,4,5,1,1,5,3,1,0,3,2,2,1,5,2,4,3
1,17,4,5,1,1,5,3,0,0,3,3,2,1,4,2,4,3
1,17,4,5,1,1,3,1,0,0,3,3,3,1,3,1,3,2
1,18,4,5,1,1,3,1,0,0,3,3,2,1,3,2,3,1
1,18,4,5,1,1,5,1,0,0,2,2,2,1,3,1,3,1
1,18,4,5,1,1,3,1,0,0,3,3,2,1,2,1,3,1
1,18,4,5,1,1,5,1,0,0,3,3,3,1,5,2,4,2
1,17,4,5,1,1,5,3,0,0,3,2,3,1,2,2,2,1
1,18,4,5,1,1,3,2,0,1,2,1,2,1,4,1,4,1
1,17,4,5,1,1,3,3,0,0,2,2,1,1,2,2,2,2
1,17,4,5,1,1,3,1,0,0,3,3,3,1,2,1,2,1
1,17,4,5,1,1,3,1,0,0,3,2,3,1,3,2,3,3
1,18,4,5,1,1,3,3,1,0,3,2,2,1,2,1,2,1
1,17,4,5,1,1,5,1,0,0,3,3,2,1,4,2,4,3
1,17,4,5,1,1,5,3,0,0,1,3,2,1,4,1,4,1
1,17,4,5,1,1,3,3,0,0,2,2,2,1,2,1,2,1
1,18,4,5,1,1,3,1,0,0,0,2,1,1,4,2,4,2
1,20,4,5,1,1,5,1,1,2,2,2,2,1,4,3,4,3
1,18,4,5,1,1,3,1,0,0,2,3,3,1,4,2,4,2
1,17,4,5,1,1,5,3,0,0,2,2,3,1,2,1,2,2
1,18,4,5,1,1,3,1,1,0,3,2,2,1,5,5,5,5
1,17,4,5,1,1,5,3,2,1,0,2,2,1,5,1,5,2
1,17,4,5,1,1,3,3,0,0,3,3,3,1,4,1,4,2
1,17,4,5,1,1,3,1,0,0,3,3,2,1,3,2,3,3
1,18,4,5,1,1,3,1,0,0,2,2,1,1,2,2,2,2
1,17,4,5,1,1,3,3,0,0,3,3,2,1,4,2,4,2
1,17,4,5,1,1,3,1,0,0,3,3,2,1,3,2,3,3
1,17,4,5,1,1,3,1,0,0,3,3,2,1,4,2,4,2
1,18,4,5,1,1,5,3,0,0,3,3,2,1,3,2,3,2
1,18,4,5,1,1,3,3,0,0,3,2,1,1,2,2,2,2
1,17,4,5,1,1,5,2,0,0,1,2,2,1,1,1,2,1
1,19,4,5,1,1,3,3,1,0,3,2,2,1,3,2,3,2
1,17,4,5,1,1,3,1,0,0,2,2,2,1,5,2,4,2
1,17,4,5,1,1,3,3,0,0,2,3,2,1,4,1,3,2
1,17,4,5,1,1,3,2,0,0,2,2,3,1,5,2,4,2
1,18,4,5,1,1,5,1,1,0,2,3,2,1,2,2,2,2
1,17,4,5,1,1,5,3,0,0,2,2,2,1,4,2,4,2
1,17,4,5,1,1,3,1,0,0,2,3,3,1,2,2,3,2
1,17,4,5,1,1,5,3,0,0,3,3,1,1,3,2,3,2
1,18,4,5,1,1,3,2,0,0,2,2,2,1,3,2,3,2
1,17,4,5,1,1,5,2,0,0,2,1,2,1,3,1,3,2
1,17,4,5,1,1,3,2,0,0,3,3,2,1,4,2,3,3
1,18,4,5,1,1,5,3,1,0,3,3,2,1,4,2,4,2
1,17,4,5,1,1,3,2,0,0,2,3,2,1,2,2,3,2
1,20,4,5,1,1,5,1,2,0,3,3,2,1,4,2,4,2
1,17,4,5,1,1,5,1,0,0,2,2,2,1,5,2,4,2
1,18,4,5,1,1,3,1,0,0,2,3,3,1,3,2,3,3
1,18,4,5,1,1,3,2,0,0,3,2,3,1,4,2,3,2
1,17,4,5,1,1,5,2,0,0,2,2,2,1,5,2,4,3
1,17,4,5,1,1,5,1,0,0,0,1,1,1,2,1,1,2
1,17,4,5,1,1,3,2,0,0,3,2,2,1,2,1,3,2
1,17,4,5,1,1,5,2,0,0,2,2,3,1,3,1,3,2
1,17,4,5,1,1,3,2,0,0,3,2,2,1,4,1,3,1
1,18,4,5,1,1,3,3,0,0,2,1,1,1,3,2,3,2
1,17,4,5,1,1,3,2,0,0,2,3,3,1,4,4,4,4
1,18,4,5,1,1,5,1,0,0,3,3,2,1,2,1,3,1
1,18,4,5,1,1,3,2,0,0,2,2,2,1,4,2,4,2
1,19,4,5,1,1,5,1,2,0,2,1,2,1,2,1,2,1
1,18,4,5,1,1,5,2,1,1,1,1,1,1,2,2,2,2
2,18,4,5,1,1,3,1,0,0,2,2,2,1,3,1,3,1
2,17,4,5,1,1,5,2,0,0,2,3,3,1,4,2,3,2
2,17,4,5,1,1,3,1,0,0,3,3,2,1,4,2,4,2
2,17,4,5,1,1,5,1,0,0,2,1,2,1,2,1,2,1
2,17,4,5,1,1,3,1,0,0,3,3,3,1,2,2,2,2
2,20,4,5,1,1,7,1,0,0,2,3,2,1,1,2,1,2
2,19,4,5,1,1,5,3,1,0,3,3,3,1,3,2,3,2
2,18,4,5,1,1,3,1,0,0,3,2,2,1,4,3,4,3
2,17,4,5,1,1,3,3,0,0,2,3,2,1,4,1,3,1
2,17,4,5,1,1,5,1,0,0,2,2,2,1,4,2,4,2
2,17,4,5,1,1,5,3,0,0,2,2,2,1,4,2,4,2
2,18,4,5,1,1,5,2,0,0,3,2,2,1,5,3,5,4
2,19,4,5,1,1,5,2,0,0,2,1,2,1,2,1,2,1
2,17,4,5,1,1,3,3,0,0,3,3,2,1,2,2,3,2
2,17,4,5,1,1,3,1,0,0,2,2,3,1,2,2,2,2
2,18,4,5,1,1,3,1,1,0,2,2,2,1,1,1,2,2
2,17,4,5,1,1,7,3,0,0,3,3,3,1,3,2,3,2
2,17,4,5,1,1,3,3,0,0,2,2,2,1,5,4,5,4
2,17,4,5,1,1,3,1,0,0,2,2,2,1,2,1,2,2
2,17,4,5,1,1,3,1,0,0,2,2,2,1,4,1,3,2
2,17,4,5,1,1,5,1,0,0,2,2,2,1,2,2,1,2
2,17,4,5,1,1,5,1,0,0,3,3,2,1,4,2,3,1
2,19,4,5,1,1,5,1,2,0,2,2,2,1,3,3,3,3
2,17,4,5,1,1,3,1,0,0,1,1,1,1,3,2,3,2
2,20,4,5,1,1,3,3,2,0,2,3,2,1,4,1,4,2
2,17,4,5,1,1,5,2,0,0,3,3,1,1,3,1,3,1
2,17,4,5,1,1,5,2,0,0,2,2,2,1,3,2,3,2
2,17,4,5,1,1,3,1,0,0,3,2,2,1,3,1,3,2
2,19,4,5,1,1,5,2,2,0,2,2,2,1,5,2,4,3
2,17,4,5,1,1,3,2,1,0,3,2,2,1,4,1,4,2
2,17,4,5,1,1,5,2,0,0,2,3,2,1,4,2,4,2
2,18,4,5,1,1,5,2,0,1,3,3,3,1,3,2,3,2
2,17,4,5,1,1,5,1,1,0,2,3,1,1,3,2,3,2
2,17,4,5,1,1,3,3,0,0,2,2,2,1,3,2,3,2
2,17,4,5,1,1,5,2,0,0,2,2,2,1,1,1,1,2
2,18,4,5,1,1,3,1,0,0,2,2,2,1,5,3,5,4
2,17,4,5,1,1,5,3,0,0,2,2,2,1,5,4,5,5
2,17,4,5,1,1,5,1,0,0,2,2,2,1,2,2,3,2
2,17,4,5,1,1,3,2,0,0,2,3,2,1,4,2,3,2
2,18,4,5,1,1,5,1,1,0,2,2,2,1,4,1,3,1
2,19,4,5,1,1,3,1,2,2,3,2,2,1,5,2,4,3
2,17,4,5,1,1,9,1,0,0,1,1,2,1,4,1,4,2
2,17,4,5,1,1,3,2,0,0,2,3,2,1,4,3,4,3
2,18,4,5,1,1,3,1,2,0,1,2,1,1,4,3,4,3
2,17,4,5,1,1,3,2,0,0,3,3,2,1,3,2,3,2
2,18,4,5,1,1,7,1,1,0,3,3,3,1,4,1,3,2
2,18,4,5,1,1,3,1,0,0,2,2,1,1,2,2,3,2
2,17,4,5,1,1,5,2,0,0,2,2,2,1,3,2,3,2
2,17,4,5,1,1,3,3,0,0,2,2,2,1,4,2,3,2
2,18,4,5,1,1,5,2,1,0,2,2,2,1,4,3,4,3
2,17,4,5,1,1,3,3,0,0,3,3,2,1,4,2,3,2
2,17,4,5,1,1,3,3,0,0,2,2,2,1,3,2,3,3
2,17,4,5,1,1,5,1,0,0,3,3,2,1,3,2,3,2
1,17,2,5,1,1,3,3,0,0,2,1,1,1,1,1,2,1
1,18,2,5,1,1,5,1,1,1,3,3,3,1,2,2,2,2
1,17,2,5,1,1,3,1,0,0,3,3,3,1,3,2,2,1
1,17,2,5,1,1,5,3,0,0,1,2,2,1,2,3,2,3
1,18,2,5,1,1,5,3,0,0,3,3,2,1,4,2,3,2
1,17,2,5,1,1,5,2,0,0,1,3,2,1,4,2,4,2
1,17,2,5,1,1,5,3,0,0,3,2,2,1,5,2,4,2
1,17,2,5,1,1,3,2,0,0,2,1,0,1,4,2,3,2
1,17,2,5,1,1,3,1,0,0,3,2,2,1,5,2,4,3
2,17,2,5,1,1,3,3,0,0,2,2,2,1,3,2,3,2
2,18,2,5,1,1,3,1,2,0,0,2,1,1,2,2,2,2
2,17,2,5,1,1,3,2,0,0,3,3,3,1,2,1,2,2
2,18,2,5,1,1,5,1,0,0,3,2,1,1,3,2,3,2
2,17,2,5,1,1,5,3,0,0,3,3,2,1,4,3,4,3
2,17,2,5,1,1,7,3,0,0,3,2,2,1,5,2,4,3
2,19,2,5,1,1,7,1,0,1,1,1,2,1,4,2,3,2
2,20,2,5,1,1,5,1,0,0,3,3,3,1,4,2,4,2
1,17,3,5,1,1,3,1,0,0,1,2,2,1,3,2,3,1
1,18,3,5,1,1,3,2,0,0,2,3,2,1,5,2,4,3
1,17,3,5,1,1,3,3,0,0,1,3,1,1,5,3,4,3
1,17,3,5,1,1,3,1,0,0,3,3,3,1,3,2,3,2
1,17,3,5,1,1,3,1,0,0,3,2,2,1,4,4,4,4
1,18,3,5,1,1,3,1,0,0,3,2,2,1,4,1,3,1
1,17,3,5,1,1,3,1,0,0,3,3,2,1,4,2,3,3
1,17,3,5,1,1,3,1,0,0,3,1,0,1,4,1,4,2
1,20,3,5,1,1,3,2,1,1,2,1,2,1,2,2,2,1
1,17,3,5,1,1,3,2,0,0,1,1,1,1,5,4,5,4
1,17,3,5,1,1,3,1,0,0,3,3,1,1,2,3,2,3
1,17,3,5,1,1,3,2,0,0,2,3,1,1,4,2,4,1
1,18,3,5,1,1,3,2,1,1,1,2,1,1,4,2,3,2
1,17,3,5,1,1,3,3,0,0,1,2,2,1,3,2,3,2
1,17,3,5,1,1,3,3,0,0,2,2,2,1,2,3,2,3
1,17,3,5,1,1,3,1,0,0,2,2,1,1,4,1,4,2
1,18,3,5,1,1,5,3,0,0,2,2,2,1,3,1,3,2
1,18,3,5,1,1,5,1,0,0,3,3,2,1,4,2,3,3
1,20,3,5,1,1,5,1,0,2,3,2,1,1,5,4,4,4
1,17,3,5,1,1,7,1,0,0,2,1,1,1,3,1,3,2
1,18,3,5,1,1,5,3,0,0,3,2,3,1,4,1,4,2
2,17,3,5,1,1,3,2,0,0,2,2,1,1,4,2,3,2
2,18,3,5,1,1,3,1,0,0,2,2,2,1,4,1,4,2
2,17,3,5,1,1,3,1,0,0,3,2,2,1,3,2,3,3
2,17,3,5,1,1,3,1,1,0,3,3,2,1,3,2,3,2
2,17,3,5,1,1,3,1,0,0,2,2,2,1,4,3,4,3
2,18,3,5,1,1,3,1,0,0,3,2,2,1,3,2,3,2
2,18,3,5,1,1,3,1,0,0,3,2,2,1,4,1,4,1
2,19,3,5,1,1,5,3,1,0,3,3,2,1,2,1,3,2
2,17,3,5,1,1,3,2,0,0,2,2,2,1,3,2,3,2
2,19,3,5,1,1,5,1,1,0,2,1,1,1,3,1,3,1
2,17,3,5,1,1,5,1,0,0,3,3,3,1,3,3,3,2
2,19,3,5,1,1,3,1,1,0,2,2,2,1,2,2,2,2
2,19,3,5,1,1,3,2,2,1,2,3,3,1,3,1,3,2
2,18,3,5,1,1,5,3,0,0,2,2,1,1,5,3,5,3
2,17,3,5,1,1,5,2,0,0,3,3,3,1,3,1,3,1
1,18,1,0,1,1,3,1,0,0,2,2,2,1,3,3,3,4
1,18,1,0,1,1,3,1,0,0,2,2,2,1,4,2,3,2
1,17,1,0,1,1,3,1,0,0,3,2,2,1,3,1,3,2
1,19,1,0,1,1,5,1,1,1,2,2,1,1,2,2,2,2
1,18,1,0,1,1,3,1,0,0,3,2,2,1,3,2,3,2
1,18,1,0,1,1,3,1,0,0,2,2,2,1,3,2,3,2
1,17,1,0,1,1,5,1,0,0,2,2,2,1,5,2,4,3
1,20,1,0,1,1,5,3,2,0,2,3,3,1,2,1,2,1
2,18,1,0,1,1,3,1,0,0,3,3,1,1,5,1,5,2
2,17,1,0,1,1,5,1,0,0,3,3,3,1,5,2,5,2
2,18,1,0,1,1,3,1,0,0,3,3,3,1,4,1,4,2
2,18,1,0,1,1,5,3,1,1,0,2,2,1,2,1,2,1
2,18,1,0,1,1,3,1,0,0,2,2,2,1,2,1,2,1
2,20,1,0,1,1,9,1,1,1,3,3,3,1,4,2,3,2
2,20,1,0,1,1,3,2,0,1,0,1,0,1,3,2,3,2
1,17,0,0,1,1,3,1,0,0,3,3,2,1,5,2,5,2
1,17,0,0,1,1,3,1,0,0,3,3,1,1,4,2,4,3
1,19,0,0,1,1,3,1,2,0,2,2,2,1,3,2,3,2
1,18,0,0,1,1,7,1,0,0,2,2,3,1,3,3,1,3
1,17,0,0,1,1,7,1,0,0,3,2,2,1,5,3,5,3
1,17,0,0,1,1,3,1,0,0,3,3,2,1,3,1,3,2
1,18,0,0,1,1,3,1,0,0,2,3,1,1,2,2,2,2
1,18,0,0,1,1,3,1,0,0,3,3,3,1,1,1,1,1
1,19,0,0,1,1,5,1,2,1,3,3,2,1,3,2,3,2
1,18,0,0,1,1,3,1,0,0,2,2,1,1,3,1,2,1
1,20,0,0,1,1,9,1,1,0,2,2,2,1,5,3,5,4
1,17,0,0,1,1,7,1,0,0,3,3,2,1,2,1,3,1
1,20,0,0,1,1,3,2,1,0,3,3,3,1,3,2,3,2
1,18,0,0,1,1,5,1,0,0,2,2,2,1,4,1,3,2
1,17,0,0,1,1,3,1,0,0,2,2,1,1,3,1,3,1
1,18,0,0,1,1,3,1,0,0,3,3,2,1,3,2,3,3
